URL,DOI
https://portalcientifico.upm.es/es/ipublic/item/10175276,10.9781/ijimai.2023.12.001
https://portalcientifico.upm.es/es/ipublic/item/10187417,
https://portalcientifico.upm.es/es/ipublic/item/10187482,10.2830/446704
https://portalcientifico.upm.es/es/ipublic/item/10118307,10.1007/s11227-023-05774-3
https://portalcientifico.upm.es/es/ipublic/item/10175280,10.3390/info14120631
https://portalcientifico.upm.es/es/ipublic/item/9836632,
https://portalcientifico.upm.es/es/ipublic/item/10175317,10.9781/ijimai.2023.11.001
https://portalcientifico.upm.es/es/ipublic/item/10192322,
https://portalcientifico.upm.es/es/ipublic/item/10192319,
https://portalcientifico.upm.es/es/ipublic/item/10182508,
https://portalcientifico.upm.es/es/ipublic/item/10108603,10.1016/j.artmed.2023.102687
https://portalcientifico.upm.es/es/ipublic/item/10106022,10.3390/app131910778
https://portalcientifico.upm.es/es/ipublic/item/10111090,10.1109/MMUL.2023.3303393
https://portalcientifico.upm.es/es/ipublic/item/10192321,
https://portalcientifico.upm.es/es/ipublic/item/10098759,
https://portalcientifico.upm.es/es/ipublic/item/10091044,10.3989/redc.2023.3.1996
https://portalcientifico.upm.es/es/ipublic/item/10115063,10.1145/3586078
https://portalcientifico.upm.es/es/ipublic/item/10108585,10.26342/2023-71-15
https://portalcientifico.upm.es/es/ipublic/item/10090620,10.1016/j.techsoc.2023.102304
https://portalcientifico.upm.es/es/ipublic/item/10090198,10.1007/s11042-023-15959-w
https://portalcientifico.upm.es/es/ipublic/item/10091654,10.3390/info14070351
https://portalcientifico.upm.es/es/ipublic/item/10151519,
https://portalcientifico.upm.es/es/ipublic/item/10096624,
https://portalcientifico.upm.es/es/ipublic/item/10091039,10.2298/CSIS220110008V
https://portalcientifico.upm.es/es/ipublic/item/9968833,10.1109/TG.2022.3214154
https://portalcientifico.upm.es/es/ipublic/item/10037968,10.1016/j.envsoft.2023.105695
https://portalcientifico.upm.es/es/ipublic/item/10097130,
https://portalcientifico.upm.es/es/ipublic/item/10192324,
https://portalcientifico.upm.es/es/ipublic/item/10192325,
https://portalcientifico.upm.es/es/ipublic/item/10084306,10.3390/rs15112716
https://portalcientifico.upm.es/es/ipublic/item/10079461,10.1016/j.softx.2023.101391
https://portalcientifico.upm.es/es/ipublic/item/10018424,10.1007/s11192-023-04648-y
https://portalcientifico.upm.es/es/ipublic/item/10041164,10.26342/2023-70-12
https://portalcientifico.upm.es/es/ipublic/item/9973746,10.1016/j.inffus.2022.09.028
https://portalcientifico.upm.es/es/ipublic/item/9973831,10.1016/j.inffus.2022.10.011
https://portalcientifico.upm.es/es/ipublic/item/9979875,10.1016/j.future.2022.11.004
https://portalcientifico.upm.es/es/ipublic/item/10023041,10.1007/978-3-031-21229-1_1
https://portalcientifico.upm.es/es/ipublic/item/10036096,10.1109/CCNC51644.2023.10059701
https://portalcientifico.upm.es/es/ipublic/item/10079486,10.1145/3543873.3589756
https://portalcientifico.upm.es/es/ipublic/item/10081261,10.1109/ACCESS.2023.3276240
https://portalcientifico.upm.es/es/ipublic/item/10084272,10.3233/SW-210451
https://portalcientifico.upm.es/es/ipublic/item/10084493,10.3233/SW-223278
https://portalcientifico.upm.es/es/ipublic/item/10090159,10.1007/978-3-031-33455-9_29
https://portalcientifico.upm.es/es/ipublic/item/10090845,10.5334/cstp.538
https://portalcientifico.upm.es/es/ipublic/item/10093528,10.1007/978-3-031-38079-2_9
https://portalcientifico.upm.es/es/ipublic/item/10115091,10.1007/978-3-031-47240-4_15
https://portalcientifico.upm.es/es/ipublic/item/10115096,10.1007/978-3-031-47243-5_9
https://portalcientifico.upm.es/es/ipublic/item/10148311,10.1145/3587259.3627574
https://portalcientifico.upm.es/es/ipublic/item/10175721,10.1109/CBMS58004.2023.00043
https://portalcientifico.upm.es/es/ipublic/item/10177413,10.1007/978-3-031-48539-8_15
https://portalcientifico.upm.es/es/ipublic/item/10177436,10.3233/FAIA230983
https://portalcientifico.upm.es/es/ipublic/item/10179709,10.1016/j.jbi.2023.104382
https://portalcientifico.upm.es/es/ipublic/item/9908884,10.1049/ntw2.12037
https://portalcientifico.upm.es/es/ipublic/item/9983535,10.1016/j.neucom.2022.12.010
https://portalcientifico.upm.es/es/ipublic/item/10041192,10.1109/CIoT57267.2023.10084897
https://portalcientifico.upm.es/es/ipublic/item/10079482,10.1145/3543873.3587359
https://portalcientifico.upm.es/es/ipublic/item/10079484,10.1145/3543873.3587358
https://portalcientifico.upm.es/es/ipublic/item/10079487,10.1145/3543873.3589745
https://portalcientifico.upm.es/es/ipublic/item/10079490,10.1145/3543873.3587628
https://portalcientifico.upm.es/es/ipublic/item/10086272,10.1109/PDP59025.2023.00035
https://portalcientifico.upm.es/es/ipublic/item/10090835,10.1002/9781119899457.ch7
https://portalcientifico.upm.es/es/ipublic/item/9968002,10.1007/s10489-022-04175-y
https://portalcientifico.upm.es/es/ipublic/item/10084577,
https://portalcientifico.upm.es/es/ipublic/item/10092035,
https://portalcientifico.upm.es/es/ipublic/item/10092126,
https://portalcientifico.upm.es/es/ipublic/item/10092176,https://doi.org/10.1007/978-3-031-34444-2_19
https://portalcientifico.upm.es/es/ipublic/item/10092356,
https://portalcientifico.upm.es/es/ipublic/item/10101262,
https://portalcientifico.upm.es/es/ipublic/item/10101265,
https://portalcientifico.upm.es/es/ipublic/item/10101983,
https://portalcientifico.upm.es/es/ipublic/item/10103289,
https://portalcientifico.upm.es/es/ipublic/item/10105966,
https://portalcientifico.upm.es/es/ipublic/item/10105968,
https://portalcientifico.upm.es/es/ipublic/item/10107739,https://doi.org/10.1007/978-3-031-47240-4_15
https://portalcientifico.upm.es/es/ipublic/item/10111141,
https://portalcientifico.upm.es/es/ipublic/item/10113959,
https://portalcientifico.upm.es/es/ipublic/item/10115042,
https://portalcientifico.upm.es/es/ipublic/item/10115095,10.1007/978-3-031-47243-5_5
https://portalcientifico.upm.es/es/ipublic/item/10115097,
https://portalcientifico.upm.es/es/ipublic/item/10118318,10.1109/ICDCSW60045.2023.00016
https://portalcientifico.upm.es/es/ipublic/item/10148314,10.1145/3587259.3627554
https://portalcientifico.upm.es/es/ipublic/item/10151068,10.1109/BCCA58897.2023.10338895
https://portalcientifico.upm.es/es/ipublic/item/10177322,10.1145/3555776.3577692
https://portalcientifico.upm.es/es/ipublic/item/10177339,10.1109/PerComWorkshops56833.2023.10150302
https://portalcientifico.upm.es/es/ipublic/item/10177367,10.1007/978-3-031-42280-5_12
https://portalcientifico.upm.es/es/ipublic/item/10177435,
https://portalcientifico.upm.es/es/ipublic/item/10177479,
https://portalcientifico.upm.es/es/ipublic/item/10177480,
https://portalcientifico.upm.es/es/ipublic/item/10177481,
https://portalcientifico.upm.es/es/ipublic/item/10177516,
https://portalcientifico.upm.es/es/ipublic/item/10179708,
https://portalcientifico.upm.es/es/ipublic/item/10179710,10.1007/978-3-031-32213-6_10
https://portalcientifico.upm.es/es/ipublic/item/10179714,
https://portalcientifico.upm.es/es/ipublic/item/10179717,10.1145/3587259.3627565
https://portalcientifico.upm.es/es/ipublic/item/10187322,
https://portalcientifico.upm.es/es/ipublic/item/10198896,10.13052/jwe1540-9589.2284
https://portalcientifico.upm.es/es/ipublic/item/10098705,
https://portalcientifico.upm.es/es/ipublic/item/9980464,10.1016/j.annepidem.2022.08.036
https://portalcientifico.upm.es/es/ipublic/item/10083709,10.9781/ijimai.2022.11.001
https://portalcientifico.upm.es/es/ipublic/item/10010283,10.12688/wellcomeopenres.16867.5
https://portalcientifico.upm.es/es/ipublic/item/10010303,10.3897/rio.8.e95943
https://portalcientifico.upm.es/es/ipublic/item/9987468,
https://portalcientifico.upm.es/es/ipublic/item/9996156,
https://portalcientifico.upm.es/es/ipublic/item/10098316,
https://portalcientifico.upm.es/es/ipublic/item/9997409,
https://portalcientifico.upm.es/es/ipublic/item/10098321,
https://portalcientifico.upm.es/es/ipublic/item/9983460,10.26342/2022-69-9
https://portalcientifico.upm.es/es/ipublic/item/9994384,10.26342/2022-69-14
https://portalcientifico.upm.es/es/ipublic/item/9994397,10.26342/2022-69-6
https://portalcientifico.upm.es/es/ipublic/item/9996157,
https://portalcientifico.upm.es/es/ipublic/item/9955325,10.7717/PEERJ-CS.1023
https://portalcientifico.upm.es/es/ipublic/item/10098939,10.5281/zenodo.7007495
https://portalcientifico.upm.es/es/ipublic/item/9997479,10.3233/SW-223009
https://portalcientifico.upm.es/es/ipublic/item/9997408,
https://portalcientifico.upm.es/es/ipublic/item/10100771,
https://portalcientifico.upm.es/es/ipublic/item/9996155,
https://portalcientifico.upm.es/es/ipublic/item/9991573,10.15497/RDA00068
https://portalcientifico.upm.es/es/ipublic/item/9767753,10.1016/j.is.2021.101966
https://portalcientifico.upm.es/es/ipublic/item/10098636,
https://portalcientifico.upm.es/es/ipublic/item/9998098,10.1007/978-3-030-78307-5_12
https://portalcientifico.upm.es/es/ipublic/item/9812351,10.1162/qss_a_00167
https://portalcientifico.upm.es/es/ipublic/item/10099237,
https://portalcientifico.upm.es/es/ipublic/item/9997356,
https://portalcientifico.upm.es/es/ipublic/item/9756505,10.51305/icl.cz.9788076580336.02
https://portalcientifico.upm.es/es/ipublic/item/9985191,10.7554/eLife.72930; 10.7554/eLife.72930.sa0; 10.7554/eLife.72930.sa1; 10.7554/eLife.72930.sa2
https://portalcientifico.upm.es/es/ipublic/item/10010281,10.7554/elife.72930.sa2
https://portalcientifico.upm.es/es/ipublic/item/10099225,https://doi.org/10.7554/eLife.72930
https://portalcientifico.upm.es/es/ipublic/item/5811013,10.1002/ett.3729
https://portalcientifico.upm.es/es/ipublic/item/9438287,10.1016/j.eswa.2021.116100
https://portalcientifico.upm.es/es/ipublic/item/9741729,10.1111/tgis.12863
https://portalcientifico.upm.es/es/ipublic/item/9743802,10.1080/10095020.2021.2015250
https://portalcientifico.upm.es/es/ipublic/item/9786686,10.3233/SW-210442
https://portalcientifico.upm.es/es/ipublic/item/9812349,10.1016/j.websem.2021.100679
https://portalcientifico.upm.es/es/ipublic/item/9844216,10.3390/info13020099
https://portalcientifico.upm.es/es/ipublic/item/9891097,10.1016/j.engappai.2022.104755
https://portalcientifico.upm.es/es/ipublic/item/9909389,10.5220/0010945300003116
https://portalcientifico.upm.es/es/ipublic/item/9909430,10.1007/s42979-022-01097-x
https://portalcientifico.upm.es/es/ipublic/item/9926380,10.1016/j.neucom.2022.04.087
https://portalcientifico.upm.es/es/ipublic/item/9930578,10.1145/3477314.3507078
https://portalcientifico.upm.es/es/ipublic/item/9932227,10.3233/SW-212895
https://portalcientifico.upm.es/es/ipublic/item/9935862,10.1007/978-3-031-08473-7_14
https://portalcientifico.upm.es/es/ipublic/item/9950076,10.1145/3524842.3528497
https://portalcientifico.upm.es/es/ipublic/item/9950079,10.1109/ICBC54727.2022.9805515
https://portalcientifico.upm.es/es/ipublic/item/9951657,10.1007/978-3-031-11609-4_3
https://portalcientifico.upm.es/es/ipublic/item/9951674,10.1016/j.engappai.2022.105222
https://portalcientifico.upm.es/es/ipublic/item/9952135,10.1007/s10586-022-03691-3
https://portalcientifico.upm.es/es/ipublic/item/9955230,10.3390/s22166260
https://portalcientifico.upm.es/es/ipublic/item/9957777,10.1145/3487553.3547182
https://portalcientifico.upm.es/es/ipublic/item/9963100,10.1145/3524458.3547230
https://portalcientifico.upm.es/es/ipublic/item/9963121,10.1109/ICCCN54977.2022.9868916
https://portalcientifico.upm.es/es/ipublic/item/9968010,10.3233/SW-222885
https://portalcientifico.upm.es/es/ipublic/item/9968850,10.1109/Blockchain55522.2022.00023
https://portalcientifico.upm.es/es/ipublic/item/9973885,10.1007/978-3-031-17105-5_2
https://portalcientifico.upm.es/es/ipublic/item/9974109,10.1007/978-3-031-17105-5_11
https://portalcientifico.upm.es/es/ipublic/item/9979032,https://doi.org/10.1007/s10209-022-00946-z
https://portalcientifico.upm.es/es/ipublic/item/9979068,10.1109/DS-RT55542.2022.9932122
https://portalcientifico.upm.es/es/ipublic/item/9983446,10.1007/978-3-031-07535-3_20
https://portalcientifico.upm.es/es/ipublic/item/9983465,10.3390/info13120562
https://portalcientifico.upm.es/es/ipublic/item/9994403,10.1109/TransAI54797.2022.00007
https://portalcientifico.upm.es/es/ipublic/item/9994439,10.1145/3565011.3569061
https://portalcientifico.upm.es/es/ipublic/item/9994440,10.1007/978-3-031-20436-4_4
https://portalcientifico.upm.es/es/ipublic/item/10010248,10.12688/openreseurope.15280.1
https://portalcientifico.upm.es/es/ipublic/item/10010498,10.3233/FAIA220462
https://portalcientifico.upm.es/es/ipublic/item/10010502,10.3233/FAIA220470
https://portalcientifico.upm.es/es/ipublic/item/10013006,10.1145/3560905.3568175
https://portalcientifico.upm.es/es/ipublic/item/10020308,10.3233/DS-210053
https://portalcientifico.upm.es/es/ipublic/item/10179699,10.3390/ijgi11020086
https://portalcientifico.upm.es/es/ipublic/item/10179701,10.2166/hydro.2022.070
https://portalcientifico.upm.es/es/ipublic/item/10179702,10.22201/iibi.24488321xe.2022.91.58538
https://portalcientifico.upm.es/es/ipublic/item/9350109,10.1016/j.ins.2021.09.011
https://portalcientifico.upm.es/es/ipublic/item/9759701,https://doi.org/10.1016/j.knosys.2021.108092
https://portalcientifico.upm.es/es/ipublic/item/9887739,10.1142/S0218194022500036
https://portalcientifico.upm.es/es/ipublic/item/9906357,10.1007/978-3-030-87687-6_11
https://portalcientifico.upm.es/es/ipublic/item/9906358,10.1007/978-3-030-87687-6_4
https://portalcientifico.upm.es/es/ipublic/item/9906359,10.1007/978-3-030-87687-6_10
https://portalcientifico.upm.es/es/ipublic/item/9934070,10.1007/978-3-031-06981-9_20
https://portalcientifico.upm.es/es/ipublic/item/9934096,10.1075/tlrp.23.07mon
https://portalcientifico.upm.es/es/ipublic/item/9950986,10.1007/978-3-031-08648-9_48
https://portalcientifico.upm.es/es/ipublic/item/9963090,10.23919/ANNSIM55834.2022.9859513
https://portalcientifico.upm.es/es/ipublic/item/9965519,10.1007/978-3-031-16802-4_6
https://portalcientifico.upm.es/es/ipublic/item/9932221,
https://portalcientifico.upm.es/es/ipublic/item/9932224,
https://portalcientifico.upm.es/es/ipublic/item/9932225,
https://portalcientifico.upm.es/es/ipublic/item/9938164,
https://portalcientifico.upm.es/es/ipublic/item/9938165,
https://portalcientifico.upm.es/es/ipublic/item/9940015,
https://portalcientifico.upm.es/es/ipublic/item/9940016,
https://portalcientifico.upm.es/es/ipublic/item/9940017,
https://portalcientifico.upm.es/es/ipublic/item/9950090,
https://portalcientifico.upm.es/es/ipublic/item/9963101,10.1136/bmjopen-2022-063411
https://portalcientifico.upm.es/es/ipublic/item/9968069,
https://portalcientifico.upm.es/es/ipublic/item/9968826,
https://portalcientifico.upm.es/es/ipublic/item/9968829,
https://portalcientifico.upm.es/es/ipublic/item/9974155,
https://portalcientifico.upm.es/es/ipublic/item/9979833,
https://portalcientifico.upm.es/es/ipublic/item/9979841,
https://portalcientifico.upm.es/es/ipublic/item/9979843,
https://portalcientifico.upm.es/es/ipublic/item/9979846,
https://portalcientifico.upm.es/es/ipublic/item/9983453,
https://portalcientifico.upm.es/es/ipublic/item/9994372,
https://portalcientifico.upm.es/es/ipublic/item/9994387,
https://portalcientifico.upm.es/es/ipublic/item/9994413,
https://portalcientifico.upm.es/es/ipublic/item/10010536,
https://portalcientifico.upm.es/es/ipublic/item/10020291,
https://portalcientifico.upm.es/es/ipublic/item/10024254,
https://portalcientifico.upm.es/es/ipublic/item/10098810,
https://portalcientifico.upm.es/es/ipublic/item/10115038,
https://portalcientifico.upm.es/es/ipublic/item/10118192,
https://portalcientifico.upm.es/es/ipublic/item/10179706,
https://portalcientifico.upm.es/es/ipublic/item/9383712,10.1016/j.eswa.2021.115731
https://portalcientifico.upm.es/es/ipublic/item/9767734,10.9781/ijimai.2021.08.011
https://portalcientifico.upm.es/es/ipublic/item/9343083,10.1080/15230406.2021.1952109
https://portalcientifico.upm.es/es/ipublic/item/9997361,
https://portalcientifico.upm.es/es/ipublic/item/9337458,10.1108/DTA-10-2020-0253
https://portalcientifico.upm.es/es/ipublic/item/9997358,
https://portalcientifico.upm.es/es/ipublic/item/9741685,10.26342/2021-67-2
https://portalcientifico.upm.es/es/ipublic/item/9342832,10.3390/app11157033
https://portalcientifico.upm.es/es/ipublic/item/9343036,10.3390/su13169168
https://portalcientifico.upm.es/es/ipublic/item/9745253,10.21125/edulearn.2021.0165
https://portalcientifico.upm.es/es/ipublic/item/9292552,10.1016/j.ins.2021.02.018
https://portalcientifico.upm.es/es/ipublic/item/9419352,10.1016/j.websem.2021.100655
https://portalcientifico.upm.es/es/ipublic/item/9812345,10.1145/3453172
https://portalcientifico.upm.es/es/ipublic/item/9996154,
https://portalcientifico.upm.es/es/ipublic/item/10014744,
https://portalcientifico.upm.es/es/ipublic/item/9828688,10.1016/j.trd.2021.102784
https://portalcientifico.upm.es/es/ipublic/item/9219731,10.1007/s10115-021-01545-9
https://portalcientifico.upm.es/es/ipublic/item/9323417,10.1093/jigpal/jzaa043
https://portalcientifico.upm.es/es/ipublic/item/9296532,10.1016/j.autcon.2021.103592
https://portalcientifico.upm.es/es/ipublic/item/9998259,
https://portalcientifico.upm.es/es/ipublic/item/9116277,10.1109/ACCESS.2021.3051839
https://portalcientifico.upm.es/es/ipublic/item/9283614,10.3233/SW-200396
https://portalcientifico.upm.es/es/ipublic/item/9350410,10.1007/978-3-030-88361-4_26
https://portalcientifico.upm.es/es/ipublic/item/9383783,10.1109/ICCCN52240.2021.9522257
https://portalcientifico.upm.es/es/ipublic/item/9383784,10.1109/ICCCN52240.2021.9522165
https://portalcientifico.upm.es/es/ipublic/item/9383940,10.1109/ACCESS.2021.3115577
https://portalcientifico.upm.es/es/ipublic/item/9383942,10.3233/SW-210432
https://portalcientifico.upm.es/es/ipublic/item/9767705,10.1109/EuroSPW54576.2021.00038
https://portalcientifico.upm.es/es/ipublic/item/9767757,10.1007/978-3-030-89811-3_23
https://portalcientifico.upm.es/es/ipublic/item/9812350,10.1109/WORKS54523.2021.00016
https://portalcientifico.upm.es/es/ipublic/item/9887758,10.1109/DS-RT52167.2021.9576121
https://portalcientifico.upm.es/es/ipublic/item/9891188,10.3233/SSW51
https://portalcientifico.upm.es/es/ipublic/item/9969232,10.1145/3462203.3475910
https://portalcientifico.upm.es/es/ipublic/item/9983444,10.23919/ANNSIM52504.2021.9552126
https://portalcientifico.upm.es/es/ipublic/item/10015487,978-1-64368-201-3
https://portalcientifico.upm.es/es/ipublic/item/10179693,10.1111/tgis.12720
https://portalcientifico.upm.es/es/ipublic/item/10179695,10.3390/ijgi10060374
https://portalcientifico.upm.es/es/ipublic/item/10179697,10.1007/978-3-030-85082-1_11
https://portalcientifico.upm.es/es/ipublic/item/9089334,10.3233/SW-200397
https://portalcientifico.upm.es/es/ipublic/item/9107123,10.1016/j.engappai.2020.104026
https://portalcientifico.upm.es/es/ipublic/item/9123373,10.2514/6.2021-1061
https://portalcientifico.upm.es/es/ipublic/item/9338914,
https://portalcientifico.upm.es/es/ipublic/item/9338915,
https://portalcientifico.upm.es/es/ipublic/item/9343376,
https://portalcientifico.upm.es/es/ipublic/item/9384001,10.1007/978-3-030-80418-3_8
https://portalcientifico.upm.es/es/ipublic/item/9419354,
https://portalcientifico.upm.es/es/ipublic/item/9767751,10.1007/978-3-030-89811-3_18
https://portalcientifico.upm.es/es/ipublic/item/9767758,10.1007/978-3-030-89811-3_1
https://portalcientifico.upm.es/es/ipublic/item/9812347,
https://portalcientifico.upm.es/es/ipublic/item/9812348,
https://portalcientifico.upm.es/es/ipublic/item/9891112,10.1109/AICCSA53542.2021.9686935
https://portalcientifico.upm.es/es/ipublic/item/9895713,
https://portalcientifico.upm.es/es/ipublic/item/9909386,10.1007/978-3-030-89811-3_22
https://portalcientifico.upm.es/es/ipublic/item/9909410,
https://portalcientifico.upm.es/es/ipublic/item/9932218,10.1109/ICSC50631.2021.9475916
https://portalcientifico.upm.es/es/ipublic/item/9951995,
https://portalcientifico.upm.es/es/ipublic/item/9951996,
https://portalcientifico.upm.es/es/ipublic/item/9969151,10.3233/SW-200398
https://portalcientifico.upm.es/es/ipublic/item/9969246,10.1145/3460210.3493579
https://portalcientifico.upm.es/es/ipublic/item/9994203,10.1016/j.ijporl.2003.08.004
https://portalcientifico.upm.es/es/ipublic/item/9909388,10.1007/978-3-030-89811-3_20
https://portalcientifico.upm.es/es/ipublic/item/9951994,
https://portalcientifico.upm.es/es/ipublic/item/9994167,
https://portalcientifico.upm.es/es/ipublic/item/9994209,
https://portalcientifico.upm.es/es/ipublic/item/9994211,10.1109/ICSC50631.2021.00089
https://portalcientifico.upm.es/es/ipublic/item/9994229,
https://portalcientifico.upm.es/es/ipublic/item/9994255,
https://portalcientifico.upm.es/es/ipublic/item/9994274,
https://portalcientifico.upm.es/es/ipublic/item/10015456,978-3-030-89810-6
https://portalcientifico.upm.es/es/ipublic/item/7474144,10.1016/j.websem.2020.100596
https://portalcientifico.upm.es/es/ipublic/item/9812336,10.1038/s41398-020-0705-1
https://portalcientifico.upm.es/es/ipublic/item/9812338,10.1038/s41467-020-18367-y
https://portalcientifico.upm.es/es/ipublic/item/9860012,
https://portalcientifico.upm.es/es/ipublic/item/9891058,10.1109/NCA51143.2020.9306721
https://portalcientifico.upm.es/es/ipublic/item/9764885,
https://portalcientifico.upm.es/es/ipublic/item/5938127,10.1007/s12652-019-01561-2
